step,actor/entropy_loss,actor/grad_norm,actor/lr,actor/pg_clipfrac,actor/pg_loss,actor/ppo_kl,critic/advantages/max,critic/advantages/mean,critic/advantages/min,critic/grad_norm,critic/kl,critic/kl_coeff,critic/lr,critic/returns/max,critic/returns/mean,critic/returns/min,critic/rewards/max,critic/rewards/mean,critic/rewards/min,critic/score/max,critic/score/mean,critic/score/min,critic/values/max,critic/values/mean,critic/values/min,critic/vf_clipfrac,critic/vf_explained_var,critic/vf_loss,critic/vpred_mean,env/finish_ratio,env/number_of_actions/max,env/number_of_actions/mean,env/number_of_actions/min,env/number_of_valid_action,env/number_of_valid_search,env/ratio_of_valid_action,global_seqlen/balanced_max,global_seqlen/balanced_min,global_seqlen/max,global_seqlen/mean,global_seqlen/min,global_seqlen/minmax_diff,mfu/actor,mfu/critic,prompt_length/clip_ratio,prompt_length/max,prompt_length/mean,prompt_length/min,response_length/clip_ratio,response_length/max,response_length/mean,response_length/min,state_tokens/coverage,state_tokens/total,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_per_token_ms/update_critic,timing_per_token_ms/values,timing_s/adv,timing_s/gen,timing_s/ref,timing_s/save_checkpoint,timing_s/step,timing_s/testing,timing_s/update_actor,timing_s/update_critic,timing_s/values,val/test_score/nq
134,0.516,10.782,0.0,0.012,0.102,0.001,2.623,0.0,-2.261,12.088,-0.332,0.001,0.0,1.112,0.346,-0.053,1.112,0.406,-0.046,1.0,0.359,0.0,1.109,0.391,-0.204,0.0,0.182,0.095,0.34,0.975,4.0,2.365,2.0,2.355,1.381,0.997,63193.0,63192.0,65009.0,63192.625,61632.0,3377.0,0.125,0.03,0.0,260.0,161.574,152.0,0.002,2221.0,825.811,458.0,0.22,93048.0,0.001,0.178,0.009,0.069,0.283,0.048,0.403,75.405,4.348,,286.96,,34.804,143.14,24.483,
135,0.521,4.968,0.0,0.012,-0.134,0.008,2.872,0.0,-2.224,28.563,-0.329,0.001,0.0,1.104,0.343,-0.031,1.104,0.409,-0.022,1.0,0.359,0.0,0.758,0.059,-0.5,0.0,0.211,0.148,0.106,0.953,4.0,2.441,1.0,2.424,1.471,0.996,66470.0,66469.0,71099.0,66469.625,63490.0,7609.0,0.124,0.033,0.0,218.0,161.904,153.0,0.002,2246.0,876.684,146.0,0.224,100567.0,0.001,0.448,0.009,0.07,0.264,0.048,0.386,200.942,4.568,,413.036,,37.028,140.307,25.333,
136,0.553,8.79,0.0,0.01,0.007,0.004,2.525,0.0,-2.363,18.923,-0.349,0.001,0.0,1.127,0.358,-0.037,1.119,0.444,-0.019,1.0,0.391,0.0,0.754,0.113,-0.389,0.0,0.253,0.107,0.203,0.951,4.0,2.477,1.0,2.453,1.502,0.994,67435.0,67435.0,72177.0,67435.0,63937.0,8240.0,0.133,0.033,0.0,275.0,162.213,152.0,0.002,2660.0,891.459,119.0,0.223,101897.0,0.001,0.18,0.008,0.065,0.263,0.046,0.445,82.023,4.472,,293.477,,35.319,142.06,24.628,
137,0.485,43.393,0.0,0.009,-0.222,-0.005,3.066,0.0,-2.077,16.074,-0.355,0.001,0.0,1.138,0.337,-0.058,1.138,0.418,-0.021,1.0,0.365,0.0,1.086,0.471,-0.209,0.0,0.221,0.104,0.571,0.959,4.0,2.451,1.0,2.436,1.477,0.996,66890.0,66889.0,72503.0,66889.625,62731.0,9772.0,0.127,0.033,0.0,241.0,161.465,150.0,0.002,2406.0,883.686,160.0,0.221,100064.0,0.001,0.187,0.008,0.068,0.264,0.046,0.398,84.578,4.498,,296.037,,36.384,141.109,24.548,
138,0.524,35.946,0.0,0.013,0.066,-0.002,2.564,-0.0,-2.265,17.251,-0.342,0.001,0.0,1.124,0.346,-0.042,1.119,0.426,-0.014,1.0,0.373,0.0,1.219,0.578,-0.051,0.0,0.156,0.115,0.633,0.957,4.0,2.467,1.0,2.447,1.49,0.995,67010.0,67009.0,70374.0,67009.5,61513.0,8861.0,0.127,0.033,0.0,230.0,162.201,152.0,0.002,2535.0,884.822,55.0,0.221,99975.0,0.001,0.177,0.008,0.069,0.262,0.046,0.438,80.092,4.452,,291.309,,36.733,140.52,24.531,
139,0.578,10.055,0.0,0.012,0.175,-0.004,2.649,0.0,-2.054,2.22,-0.331,0.001,0.0,1.126,0.35,-0.021,1.126,0.429,0.002,1.0,0.377,0.0,1.016,0.363,-0.164,0.0,0.197,0.077,0.384,0.953,4.0,2.48,1.0,2.459,1.506,0.995,67523.0,67522.0,70946.0,67522.625,64112.0,6834.0,0.133,0.033,0.0,249.0,161.408,153.0,0.002,2374.0,893.633,203.0,0.219,100256.0,0.001,0.173,0.008,0.065,0.263,0.045,0.438,78.949,4.47,,289.975,,35.244,141.872,24.488,
140,0.566,3.699,0.0,0.008,0.013,0.002,2.624,-0.0,-2.415,4.569,-0.325,0.001,0.0,1.144,0.378,-0.029,1.144,0.456,-0.005,1.0,0.406,0.0,1.0,0.334,-0.191,0.0,0.231,0.112,0.446,0.957,4.0,2.463,1.0,2.451,1.494,0.997,67172.0,67171.0,70357.0,67171.75,63436.0,6921.0,0.124,0.033,0.0,233.0,161.492,153.0,0.002,2649.0,888.066,54.0,0.222,101037.0,0.001,0.178,0.008,0.07,0.26,0.046,0.421,81.134,4.444,,292.167,,37.653,139.478,24.515,
141,0.575,9.044,0.0,0.007,-0.02,-0.002,2.853,-0.0,-2.301,2.986,-0.316,0.001,0.0,1.105,0.368,-0.045,1.105,0.434,-0.01,1.0,0.385,0.0,1.219,0.422,-0.371,0.0,0.148,0.089,0.444,0.961,4.0,2.418,1.0,2.396,1.436,0.995,66383.0,66382.0,72246.0,66382.25,62204.0,10042.0,0.13,0.032,0.0,289.0,161.814,151.0,0.002,2621.0,875.408,24.0,0.234,105094.0,0.001,0.186,0.008,0.067,0.267,0.046,0.383,83.447,4.501,,294.615,,35.479,141.754,24.481,
142,0.572,4.695,0.0,0.008,-0.077,0.003,2.528,-0.0,-2.392,8.705,-0.314,0.001,0.0,1.107,0.353,-0.017,1.107,0.422,-0.008,1.0,0.373,0.0,0.926,0.277,-0.237,0.0,0.202,0.087,0.294,0.953,4.0,2.467,1.0,2.451,1.498,0.996,67522.0,67521.0,71885.0,67521.125,64234.0,7651.0,0.13,0.033,0.0,270.0,162.666,152.0,0.002,2357.0,892.352,48.0,0.222,101624.0,0.001,0.17,0.008,0.067,0.261,0.045,0.43,77.512,4.5,,288.242,,35.972,140.747,24.492,
143,0.509,5.433,0.0,0.013,-0.08,0.005,2.795,0.0,-2.046,7.357,-0.319,0.001,0.0,1.108,0.336,-0.021,1.108,0.429,-0.001,1.0,0.381,0.0,0.93,0.33,-0.16,0.0,0.217,0.096,0.437,0.953,4.0,2.438,1.0,2.424,1.471,0.997,65843.0,65842.0,71829.0,65842.75,59751.0,12078.0,0.129,0.032,0.0,237.0,160.807,151.0,0.002,2383.0,867.986,59.0,0.218,96972.0,0.001,0.175,0.008,0.067,0.266,0.046,0.425,77.617,4.448,,287.039,,35.459,140.192,24.403,
144,0.496,8.854,0.0,0.009,-0.024,-0.002,2.482,-0.0,-2.311,8.155,-0.326,0.001,0.0,1.125,0.369,-0.074,1.12,0.437,-0.03,1.0,0.389,0.0,1.125,0.5,-0.206,0.0,0.155,0.102,0.493,0.949,4.0,2.41,1.0,2.402,1.453,0.998,64711.0,64710.0,70534.0,64710.5,59132.0,11402.0,0.125,0.032,0.0,241.0,161.713,153.0,0.002,2301.0,849.389,142.0,0.213,92762.0,0.001,0.176,0.008,0.069,0.271,0.047,0.397,76.573,4.382,,286.411,,35.731,140.39,24.423,
145,0.527,6.43,0.0,0.017,-0.089,0.021,3.44,0.0,-5.314,15.328,-0.308,0.001,0.0,1.118,0.34,-0.027,1.118,0.434,-0.017,1.0,0.383,0.0,2.578,0.281,-1.453,0.002,0.112,0.122,0.306,0.941,4.0,2.5,1.0,2.484,1.543,0.996,69132.0,69131.0,72615.0,69131.875,65729.0,6886.0,0.131,0.034,0.0,263.0,162.564,153.0,0.002,2324.0,917.621,70.0,0.223,104976.0,0.001,0.167,0.008,0.066,0.254,0.045,0.417,78.4,4.611,,290.136,,36.708,140.674,24.688,
146,0.528,4.814,0.0,0.013,-0.018,0.015,3.341,0.0,-5.159,6.233,-0.378,0.001,0.0,1.139,0.325,-0.115,1.139,0.414,-0.09,1.0,0.355,0.0,2.547,0.249,-0.613,0.0,0.137,0.108,0.316,0.951,4.0,2.502,2.0,2.477,1.525,0.994,67954.0,67953.0,74610.0,67953.875,64665.0,9945.0,0.13,0.033,0.0,225.0,160.557,151.0,0.002,2278.0,901.223,448.0,0.219,100941.0,0.001,0.172,0.008,0.067,0.259,0.045,0.424,79.269,4.53,,290.717,,36.372,141.019,24.626,
147,0.494,8.792,0.0,0.013,-0.047,0.009,3.402,0.0,-2.443,4.631,-0.404,0.001,0.0,1.16,0.369,-0.045,1.16,0.468,-0.023,1.0,0.404,0.0,1.414,0.357,-0.648,0.0,0.174,0.117,0.471,0.934,4.0,2.502,1.0,2.479,1.545,0.994,68538.0,68538.0,72330.0,68538.0,62549.0,9781.0,0.132,0.033,0.0,247.0,161.354,153.0,0.002,2668.0,909.553,23.0,0.226,105048.0,0.001,0.171,0.008,0.066,0.258,0.045,0.405,79.586,4.545,,291.504,,36.237,141.27,24.759,
148,0.441,8.587,0.0,0.016,0.129,0.007,2.898,0.0,-2.085,6.239,-0.365,0.001,0.0,1.133,0.327,-0.03,1.121,0.428,-0.006,1.0,0.369,0.0,1.141,0.455,-0.131,0.0,0.219,0.084,0.439,0.941,4.0,2.561,1.0,2.521,1.58,0.99,69754.0,69753.0,73462.0,69753.875,61839.0,11623.0,0.133,0.034,0.0,252.0,162.191,152.0,0.002,2346.0,927.713,66.0,0.212,100775.0,0.001,0.171,0.008,0.065,0.253,0.044,0.434,81.004,4.569,,292.894,,36.456,141.138,24.636,
149,0.54,4.651,0.0,0.014,0.02,0.011,2.561,0.0,-2.269,14.348,-0.309,0.001,0.0,1.145,0.337,-0.095,1.145,0.42,-0.084,1.0,0.367,0.0,0.957,0.207,-0.33,0.0,0.159,0.099,0.191,0.926,4.0,2.588,1.0,2.516,1.59,0.981,71728.0,71727.0,75544.0,71727.125,66901.0,8643.0,0.136,0.035,0.0,238.0,161.875,152.0,0.002,2307.0,958.861,55.0,0.233,114302.0,0.001,0.168,0.008,0.064,0.246,0.043,0.427,82.511,4.623,,294.783,,36.667,141.15,24.713,
150,0.511,20.863,0.0,0.013,0.169,0.004,3.037,0.0,-2.291,6.832,-0.329,0.001,0.0,1.143,0.343,-0.058,1.143,0.426,-0.051,1.0,0.375,0.0,0.926,0.2,-0.355,0.0,0.188,0.083,0.286,0.916,4.0,2.52,1.0,2.441,1.525,0.98,68098.0,68097.0,71962.0,68097.375,64142.0,7820.0,0.131,0.034,0.0,245.0,161.596,152.0,0.002,2628.0,902.426,55.0,0.226,104265.0,0.001,0.173,0.009,0.066,0.254,0.047,0.43,79.937,4.796,,289.357,,36.044,138.233,25.414,
151,0.504,5.093,0.0,0.015,0.136,0.008,2.496,-0.0,-2.426,9.395,-0.344,0.001,0.0,1.129,0.334,-0.083,1.129,0.406,-0.08,1.0,0.355,0.0,1.117,0.436,-0.076,0.0,0.167,0.108,0.478,0.92,4.0,2.518,1.0,2.449,1.529,0.982,68526.0,68525.0,73704.0,68525.75,61117.0,12587.0,0.133,0.033,0.0,258.0,162.559,151.0,0.002,2640.0,908.156,55.0,0.226,105255.0,0.001,0.185,0.008,0.065,0.259,0.045,0.433,85.803,4.534,,297.594,,35.76,141.821,24.618,
152,0.448,7.594,0.0,0.015,0.024,0.002,2.695,0.0,-2.056,4.187,-0.338,0.001,0.0,1.122,0.318,-0.135,1.114,0.402,-0.126,1.0,0.35,0.0,0.957,0.352,-0.058,0.0,0.248,0.087,0.344,0.92,4.0,2.516,1.0,2.449,1.529,0.982,68245.0,68244.0,75908.0,68244.5,64160.0,11748.0,0.131,0.033,0.0,248.0,161.818,150.0,0.002,2404.0,904.502,8.0,0.225,104315.0,0.001,0.174,0.008,0.066,0.259,0.045,0.399,80.701,4.554,,292.3,,36.149,141.251,24.634,
153,0.489,5.276,0.0,0.014,0.07,0.003,2.733,0.0,-2.128,5.76,-0.348,0.001,0.0,1.154,0.316,-0.111,1.149,0.394,-0.095,1.0,0.342,0.0,0.926,0.223,-1.133,0.0,0.19,0.08,0.288,0.92,4.0,2.531,1.0,2.461,1.541,0.982,68582.0,68581.0,75012.0,68581.875,63688.0,11324.0,0.13,0.034,0.0,238.0,161.625,153.0,0.002,2464.0,909.967,66.0,0.223,103797.0,0.001,0.183,0.008,0.067,0.257,0.045,0.431,85.132,4.635,,296.906,,36.595,140.977,24.576,
154,0.407,7.566,0.0,0.014,-0.093,-0.003,2.634,0.0,-2.211,11.76,-0.332,0.001,0.0,1.137,0.338,-0.092,1.137,0.388,-0.049,1.0,0.334,0.0,1.125,0.453,-0.582,0.0,0.139,0.103,0.482,0.92,4.0,2.588,1.0,2.523,1.604,0.984,71072.0,71071.0,78909.0,71071.5,68004.0,10905.0,0.138,0.035,0.0,224.0,161.408,151.0,0.002,2300.0,949.084,43.0,0.227,110099.0,0.001,0.172,0.008,0.063,0.247,0.043,0.365,83.749,4.585,,294.122,,35.877,140.317,24.62,
155,0.468,7.817,0.0,0.011,-0.095,-0.003,2.639,-0.0,-2.128,0.66,-0.34,0.001,0.0,1.15,0.35,-0.064,1.144,0.445,-0.02,1.0,0.391,0.0,1.117,0.396,-0.062,0.0,0.216,0.07,0.394,0.912,4.0,2.619,1.0,2.52,1.607,0.975,70906.0,70905.0,75525.0,70905.125,67718.0,7807.0,0.132,0.035,0.0,238.0,161.072,150.0,0.002,2614.0,946.82,21.0,0.222,107475.0,0.001,0.162,0.008,0.066,0.247,0.043,0.443,78.604,4.58,,290.287,,37.476,139.876,24.625,
156,0.484,3.927,0.0,0.009,0.048,0.002,2.701,0.0,-2.487,7.336,-0.339,0.001,0.0,1.154,0.335,-0.116,1.141,0.409,-0.026,1.0,0.355,0.0,1.094,0.26,-0.25,0.0,0.167,0.099,0.287,0.906,4.0,2.529,1.0,2.457,1.551,0.982,68454.0,68453.0,74086.0,68453.75,62847.0,11239.0,0.132,0.033,0.0,235.0,160.789,151.0,0.002,2324.0,908.801,31.0,0.224,104025.0,0.001,0.172,0.008,0.065,0.258,0.045,0.473,80.197,4.563,,291.476,,35.862,141.194,24.59,
157,0.429,4.468,0.0,0.014,0.024,0.006,2.49,0.0,-2.599,10.498,-0.361,0.001,0.0,1.142,0.396,-0.077,1.138,0.471,-0.046,1.0,0.416,0.0,1.156,0.352,-0.243,0.0,0.138,0.115,0.479,0.916,4.0,2.609,1.0,2.52,1.604,0.976,69796.0,69795.0,74152.0,69795.75,63952.0,10200.0,0.133,0.034,0.0,252.0,161.213,152.0,0.002,2282.0,929.346,21.0,0.216,102944.0,0.001,0.173,0.008,0.065,0.253,0.044,0.431,82.42,4.629,,294.438,,36.393,141.17,24.662,
158,0.428,6.05,0.0,0.018,0.042,0.012,2.908,-0.0,-2.911,14.51,-0.341,0.001,0.0,1.155,0.314,-0.147,1.145,0.409,-0.132,1.0,0.354,0.0,1.391,0.508,-0.074,0.0,0.202,0.091,0.559,0.855,4.0,2.717,1.0,2.533,1.678,0.953,73457.0,73456.0,79657.0,73456.875,63420.0,16237.0,0.144,0.036,0.0,249.0,163.121,152.0,0.002,2617.0,984.643,50.0,0.231,116285.0,0.001,0.167,0.008,0.06,0.239,0.042,0.457,84.03,4.814,,294.898,,35.483,140.5,24.673,
159,0.5,6.1,0.0,0.012,-0.272,0.007,2.639,-0.0,-2.532,11.549,-0.354,0.001,0.0,1.154,0.322,-0.248,1.138,0.413,-0.232,1.0,0.357,0.0,1.148,0.328,-0.183,0.0,0.144,0.13,0.296,0.875,4.0,2.625,1.0,2.459,1.584,0.958,71270.0,71269.0,78027.0,71269.75,67463.0,10564.0,0.131,0.035,0.0,246.0,161.389,152.0,0.002,2458.0,952.201,49.0,0.24,116951.0,0.001,0.172,0.008,0.067,0.247,0.043,0.421,83.737,4.712,,296.899,,37.983,140.712,24.681,
160,0.467,6.345,0.0,0.017,0.05,0.009,2.461,-0.0,-2.269,27.176,-0.368,0.001,0.0,1.16,0.361,-0.182,1.16,0.426,-0.166,1.0,0.373,0.0,0.828,0.066,-0.393,0.0,0.13,0.127,0.138,0.904,4.0,2.582,1.0,2.438,1.533,0.962,68564.0,68563.0,74548.0,68563.75,65293.0,9255.0,0.133,0.033,0.0,253.0,162.561,153.0,0.002,2344.0,908.748,27.0,0.224,104304.0,0.001,0.171,0.008,0.065,0.258,0.045,0.398,79.731,4.496,,290.84,,35.744,141.413,24.578,
161,0.451,7.996,0.0,0.013,-0.054,0.011,2.518,-0.0,-1.894,11.76,-0.336,0.001,0.0,1.166,0.351,-0.18,1.151,0.429,-0.162,1.0,0.381,0.0,0.805,0.17,-0.245,0.0,0.167,0.106,0.274,0.887,4.0,2.584,1.0,2.404,1.518,0.953,68938.0,68937.0,71314.0,68937.625,63763.0,7551.0,0.13,0.034,0.0,244.0,161.6,150.0,0.002,2235.0,915.551,46.0,0.239,112148.0,0.001,0.175,0.008,0.067,0.254,0.045,0.432,82.058,4.575,,293.086,,36.753,140.096,24.624,
162,0.424,5.319,0.0,0.014,-0.073,0.004,2.87,-0.0,-2.107,21.62,-0.355,0.001,0.0,1.15,0.316,-0.17,1.142,0.405,-0.134,1.0,0.354,0.0,1.148,0.523,0.079,0.0,0.162,0.123,0.616,0.861,4.0,2.658,1.0,2.424,1.562,0.938,71000.0,70999.0,79773.0,70999.5,61401.0,18372.0,0.137,0.035,0.0,246.0,161.842,151.0,0.002,2172.0,947.525,63.0,0.241,116820.0,0.001,0.174,0.008,0.064,0.249,0.043,0.426,84.475,4.619,,296.648,,36.091,141.636,24.56,
163,0.419,7.754,0.0,0.014,-0.094,0.0,2.591,-0.0,-2.122,27.257,-0.339,0.001,0.0,1.154,0.334,-0.103,1.13,0.4,-0.08,1.0,0.352,0.0,1.234,0.664,0.177,0.0,0.173,0.136,0.68,0.885,4.0,2.604,1.0,2.402,1.518,0.947,69131.0,69130.0,74515.0,69130.625,61737.0,12778.0,0.132,0.034,0.0,249.0,162.34,153.0,0.002,2172.0,917.826,38.0,0.238,111875.0,0.001,0.173,0.008,0.066,0.256,0.045,0.418,81.201,4.524,,293.545,,36.593,141.647,24.62,
164,0.438,6.078,0.0,0.016,0.043,0.001,2.536,-0.0,-2.033,11.045,-0.33,0.001,0.0,1.14,0.342,-0.177,1.136,0.425,-0.156,1.0,0.377,0.0,1.281,0.498,0.051,0.0,0.183,0.088,0.419,0.895,4.0,2.596,1.0,2.391,1.496,0.945,68386.0,68385.0,73800.0,68385.375,63389.0,10411.0,0.129,0.034,0.0,249.0,161.639,152.0,0.002,2161.0,906.883,28.0,0.24,111402.0,0.001,0.172,0.008,0.067,0.255,0.045,0.407,79.888,4.501,,290.233,,36.757,139.51,24.676,
165,0.441,8.736,0.0,0.02,0.148,0.004,2.619,-0.0,-1.914,8.032,-0.285,0.001,0.0,1.159,0.305,-0.132,1.135,0.359,-0.114,1.0,0.318,0.0,0.785,0.235,-0.199,0.0,0.154,0.076,0.246,0.873,4.0,2.578,1.0,2.34,1.467,0.932,66942.0,66941.0,71962.0,66941.125,62374.0,9588.0,0.127,0.033,0.0,234.0,162.361,151.0,0.002,2246.0,883.594,26.0,0.254,114685.0,0.001,0.18,0.008,0.069,0.264,0.046,0.476,81.351,4.534,,293.957,,36.852,141.631,24.586,
166,0.465,11.145,0.0,0.012,-0.022,-0.0,2.837,-0.0,-2.053,8.594,-0.275,0.001,0.0,1.16,0.306,-0.16,1.13,0.379,-0.136,1.0,0.338,0.0,1.008,0.299,-0.727,0.0,0.195,0.096,0.389,0.896,4.0,2.637,1.0,2.406,1.51,0.937,70053.0,70052.0,73469.0,70052.875,66539.0,6930.0,0.137,0.034,0.0,244.0,161.551,151.0,0.002,2370.0,933.025,24.0,0.251,119722.0,0.001,0.171,0.008,0.064,0.253,0.044,0.374,81.613,4.531,,293.074,,35.624,141.639,24.6,
167,0.425,6.688,0.0,0.021,-0.157,0.008,2.821,0.0,-2.088,14.998,-0.319,0.001,0.0,1.186,0.304,-0.175,1.18,0.361,-0.154,1.0,0.314,0.0,1.094,0.486,-0.036,0.0,0.186,0.087,0.511,0.904,4.0,2.561,1.0,2.387,1.482,0.951,68514.0,68513.0,74032.0,68513.125,61014.0,13018.0,0.128,0.034,0.0,245.0,161.965,152.0,0.002,2271.0,908.553,68.0,0.248,115324.0,0.001,0.17,0.008,0.068,0.256,0.045,0.411,79.09,4.485,,290.278,,37.023,140.125,24.585,
168,0.435,135.567,0.0,0.015,0.044,-0.009,2.694,-0.0,-2.183,0.766,-0.302,0.001,0.0,1.167,0.33,-0.136,1.167,0.405,-0.114,1.0,0.357,0.0,0.996,0.352,-0.108,0.0,0.168,0.094,0.402,0.885,4.0,2.605,1.0,2.438,1.553,0.955,70259.0,70258.0,74696.0,70258.75,67321.0,7375.0,0.135,0.035,0.0,243.0,162.145,152.0,0.002,2521.0,935.648,65.0,0.244,117017.0,0.001,0.175,0.008,0.064,0.249,0.044,0.439,83.812,4.544,,294.162,,36.074,140.0,24.621,
169,0.41,8.443,0.0,0.016,0.134,0.005,2.834,-0.0,-2.305,5.486,-0.273,0.001,0.0,1.17,0.307,-0.094,1.155,0.376,-0.073,1.0,0.33,0.0,1.0,0.305,-0.21,0.0,0.21,0.076,0.313,0.877,4.0,2.637,1.0,2.492,1.615,0.963,71605.0,71604.0,78366.0,71604.75,67767.0,10599.0,0.14,0.035,0.0,228.0,161.133,153.0,0.002,2364.0,957.691,79.0,0.242,118668.0,0.001,0.169,0.008,0.062,0.247,0.043,0.431,82.679,4.675,,293.957,,35.501,141.259,24.668,
170,0.435,4.449,0.0,0.016,-0.102,0.007,2.713,0.0,-2.371,6.003,-0.277,0.001,0.0,1.167,0.342,-0.109,1.139,0.412,-0.085,1.0,0.363,0.0,1.055,0.26,-0.238,0.0,0.185,0.096,0.341,0.883,4.0,2.652,1.0,2.492,1.609,0.958,72639.0,72639.0,77336.0,72639.0,67292.0,10044.0,0.137,0.036,0.0,223.0,161.59,153.0,0.002,2380.0,973.395,99.0,0.246,122409.0,0.001,0.169,0.008,0.064,0.242,0.043,0.42,84.085,4.613,,296.358,,37.291,140.366,24.948,
171,0.435,6.823,0.0,0.011,-0.086,0.01,2.774,-0.0,-2.403,3.613,-0.263,0.001,0.0,1.132,0.309,-0.12,1.113,0.389,-0.095,1.0,0.342,0.0,1.133,0.346,-0.176,0.0,0.187,0.086,0.413,0.879,4.0,2.686,1.0,2.553,1.674,0.966,74818.0,74818.0,83156.0,74818.0,66230.0,16926.0,0.145,0.037,0.0,241.0,161.611,151.0,0.002,2617.0,1007.42,117.0,0.24,123738.0,0.001,0.16,0.008,0.06,0.236,0.041,0.435,82.694,4.876,,294.694,,35.956,141.051,24.772,
172,0.488,14.67,0.0,0.017,0.174,0.009,3.052,-0.0,-2.456,5.971,-0.25,0.001,0.0,1.167,0.27,-0.145,1.167,0.336,-0.121,1.0,0.293,0.0,1.055,0.283,-0.19,0.0,0.17,0.089,0.378,0.908,4.0,2.602,1.0,2.498,1.59,0.972,71784.0,71783.0,79693.0,71783.625,64297.0,15396.0,0.135,0.035,0.0,220.0,160.689,153.0,0.002,2815.0,960.93,61.0,0.246,120960.0,0.001,0.17,0.008,0.064,0.244,0.043,0.478,83.874,4.691,,295.812,,37.003,140.297,24.661,
173,0.484,11.189,0.0,0.018,-0.133,0.01,2.844,0.0,-2.16,5.777,-0.254,0.001,0.0,1.153,0.29,-0.174,1.143,0.355,-0.149,1.0,0.311,0.0,1.109,0.4,-0.169,0.0,0.185,0.089,0.412,0.893,4.0,2.631,1.0,2.475,1.582,0.959,72504.0,72503.0,80225.0,72503.125,66391.0,13834.0,0.137,0.036,0.0,267.0,161.947,150.0,0.002,2199.0,970.914,96.0,0.25,124189.0,0.001,0.171,0.008,0.063,0.243,0.042,0.373,84.882,4.758,,297.22,,36.813,141.064,24.586,
174,0.465,7.698,0.0,0.016,-0.046,0.01,2.628,-0.0,-2.435,12.922,-0.284,0.001,0.0,1.194,0.295,-0.107,1.173,0.367,-0.078,1.0,0.314,0.0,0.836,0.19,-0.221,0.0,0.186,0.102,0.202,0.863,4.0,2.703,1.0,2.531,1.668,0.956,76082.0,76081.0,80415.0,76081.625,73021.0,7394.0,0.141,0.037,0.0,234.0,161.717,152.0,0.002,2494.0,1027.059,45.0,0.258,135840.0,0.001,0.16,0.008,0.062,0.232,0.041,0.44,84.098,4.944,,297.636,,37.667,140.937,24.747,
175,0.474,7.314,0.0,0.013,0.013,0.002,3.016,0.0,-2.224,7.898,-0.248,0.001,0.0,1.184,0.29,-0.118,1.179,0.367,-0.094,1.0,0.318,0.0,0.863,0.172,-0.245,0.0,0.226,0.09,0.233,0.891,4.0,2.621,1.0,2.48,1.59,0.964,74145.0,74144.0,77694.0,74144.75,68706.0,8988.0,0.143,0.036,0.0,252.0,163.051,150.0,0.002,2526.0,995.461,89.0,0.266,135615.0,0.001,0.169,0.008,0.061,0.239,0.042,0.449,85.897,4.782,,298.302,,36.151,141.756,24.663,
176,0.463,17.525,0.0,0.014,0.043,0.006,2.572,0.0,-2.05,12.638,-0.25,0.001,0.0,1.162,0.35,-0.096,1.155,0.422,-0.072,1.0,0.375,0.0,1.086,0.475,0.033,0.0,0.193,0.091,0.523,0.895,4.0,2.576,1.0,2.467,1.572,0.972,71889.0,71888.0,78049.0,71888.375,66956.0,11093.0,0.138,0.036,0.0,234.0,162.486,152.0,0.002,2441.0,960.77,78.0,0.256,126174.0,0.001,0.164,0.008,0.063,0.243,0.043,0.437,80.66,4.617,,290.917,,36.19,139.737,24.648,
177,0.428,19.464,0.0,0.015,0.003,-0.006,2.68,-0.0,-2.381,9.328,-0.223,0.001,0.0,1.166,0.336,-0.142,1.143,0.416,-0.107,1.0,0.371,0.0,1.141,0.512,-0.017,0.0,0.215,0.097,0.444,0.877,4.0,2.652,1.0,2.49,1.613,0.958,75203.0,75202.0,79486.0,75202.625,72054.0,7432.0,0.145,0.037,0.0,242.0,162.742,152.0,0.002,2772.0,1012.299,66.0,0.274,142134.0,0.001,0.16,0.008,0.06,0.235,0.041,0.46,82.978,4.75,,295.335,,36.289,141.26,24.72,
178,0.431,6.386,0.0,0.012,-0.259,0.006,3.051,0.0,-2.157,7.223,-0.228,0.001,0.0,1.181,0.31,-0.157,1.149,0.379,-0.126,1.0,0.33,0.0,1.086,0.273,-0.121,0.0,0.213,0.101,0.302,0.914,4.0,2.625,1.0,2.521,1.607,0.972,75709.0,75709.0,83136.0,75709.0,66730.0,16406.0,0.145,0.037,0.0,241.0,162.416,153.0,0.002,2414.0,1020.537,57.0,0.274,143038.0,0.001,0.161,0.008,0.06,0.234,0.041,0.461,84.109,4.856,,296.888,,36.388,141.559,24.665,
179,0.411,6.134,0.0,0.011,0.271,0.001,3.026,0.0,-2.218,3.431,-0.22,0.001,0.0,1.159,0.279,-0.266,1.151,0.347,-0.243,1.0,0.299,0.0,1.156,0.217,-0.181,0.0,0.208,0.08,0.306,0.863,4.0,2.637,1.0,2.504,1.641,0.966,74840.0,74839.0,76560.0,74839.375,73359.0,3201.0,0.139,0.037,0.0,235.0,161.293,153.0,0.002,2807.0,1008.072,86.0,0.27,139171.0,0.001,0.162,0.008,0.063,0.234,0.041,0.457,83.858,4.854,,296.755,,37.687,140.331,24.711,
